Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Harrison Barnes,F,82,32.5,15.0,4.6,9.6,47.3,1.6,4.3,37.4,4.3,5.0,84.7,4.5,1.6,0.7,0.1,1.0,0,0
Haywood Highsmith,F,54,17.9,4.4,1.7,4.0,43.1,0.7,2.0,33.9,0.2,0.5,46.4,3.5,0.8,0.7,0.3,0.8,2,0
Herbert Jones,F,66,29.6,9.8,3.6,7.6,46.9,0.8,2.5,33.5,1.9,2.4,76.4,4.1,2.5,1.6,0.6,1.3,0,0
Immanuel Quickley,G,81,28.9,14.9,5.2,11.6,44.8,2.1,5.6,37.0,2.5,3.1,81.9,4.2,3.4,1.0,0.2,1.2,4,0
Isaac Okoro,F,76,21.8,6.4,2.3,4.7,49.4,0.8,2.3,36.3,1.0,1.4,75.7,2.5,1.1,0.7,0.4,0.6,0,0
Isaiah Hartenstein,C,82,19.9,5.0,2.1,4.0,53.5,0.1,0.5,21.6,0.6,0.9,67.6,6.5,1.2,0.6,0.8,0.8,2,0
Isaiah Jackson,F,63,16.5,7.2,2.8,5.0,56.3,0.0,0.2,14.3,1.5,2.3,65.1,4.5,0.8,0.5,1.5,0.8,5,0
Isaiah Joe,G,73,19.1,9.5,3.1,7.0,44.1,2.2,5.4,40.9,1.1,1.4,82.0,2.4,1.2,0.7,0.1,0.5,0,0
Isaiah Livers,F,52,23.1,6.7,2.3,5.5,41.7,1.4,3.9,36.5,0.6,0.8,82.1,2.8,0.8,0.5,0.5,0.6,1,0
Isaiah Mobley,F,12,7.0,2.6,1.0,2.3,42.9,0.3,0.7,37.5,0.3,0.3,100.0,1.7,0.3,0.3,0.3,0.1,0,0
Isaiah Roby,PF,42,11.3,4.1,1.6,3.7,43.2,0.4,1.4,30.0,0.5,1.0,48.8,2.6,0.9,0.4,0.2,0.7,0,0
Isaiah Stewart,F,50,28.3,11.3,3.9,8.8,44.2,1.3,4.1,32.7,2.2,3.0,73.8,8.1,1.4,0.4,0.7,1.4,13,0
Isaiah Todd,PF,6,10.2,1.5,0.5,3.2,15.8,0.2,1.7,10.0,0.3,0.3,100.0,2.0,0.7,0.2,0.0,0.3,0,0
Ish Smith,PG,43,9.3,2.5,1.2,3.0,39.7,0.0,0.3,16.7,0.0,0.1,50.0,1.3,2.3,0.2,0.2,1.0,0,0
Ish Wainright,F,60,15.3,4.2,1.4,3.8,37.0,1.0,2.9,32.9,0.4,0.5,83.9,2.3,0.9,0.6,0.4,0.4,0,0
Ivica Zubac,C,76,28.5,10.8,4.3,6.8,63.4,0.0,0.0,0.0,2.2,3.1,69.7,9.9,1.0,0.4,1.3,1.5,27,0
Ja Morant,G,61,31.9,26.2,9.3,19.9,46.6,1.5,4.9,30.7,6.1,8.1,74.8,5.9,8.1,1.1,0.3,3.4,20,7
Jabari Smith Jr.,F,79,31.0,12.8,4.6,11.3,40.8,1.5,4.9,30.7,2.1,2.6,78.6,7.2,1.3,0.5,0.9,1.3,16,0
Jabari Walker,F,56,11.1,3.9,1.5,3.5,41.9,0.3,1.0,28.6,0.6,0.8,75.6,2.3,0.6,0.2,0.2,0.5,0,0
