Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Kawhi Leonard,F,62,32.0,28.0,9.8,19.4,50.5,2.6,6.9,38.4,5.8,6.5,90.0,6.3,3.6,1.9,0.4,2.0,5,0
Keaton Wallace,G,51,9.7,3.5,1.3,3.1,42.0,0.7,1.8,39.8,0.2,0.3,64.3,1.0,1.7,0.5,0.1,0.5,0,0
Kel'el Ware,C,73,22.2,11.1,4.5,8.5,52.9,1.2,3.0,38.4,1.0,1.3,75.5,9.1,0.7,0.8,1.1,0.8,24,0
Keldon Johnson,F,78,23.2,13.0,5.0,9.5,52.5,1.2,3.3,37.3,1.8,2.2,79.8,5.3,1.4,0.5,0.1,0.8,5,0
Kenrich Williams,G,52,14.9,6.4,2.4,4.9,49.8,0.9,2.2,41.2,0.6,1.0,64.0,3.1,1.3,0.6,0.1,0.8,0,0
Kentavious Caldwell-Pope,G,51,21.3,8.4,2.9,7.2,41.0,1.1,3.4,31.6,1.4,1.6,91.3,2.5,2.7,0.8,0.2,1.2,0,0
Keon Ellis,G,69,20.4,6.6,2.3,5.3,43.8,1.3,3.5,36.3,0.7,0.9,72.3,1.9,0.9,1.2,0.7,0.6,0,0
Kevin Durant,F,75,36.4,25.9,9.1,17.6,51.9,2.4,5.8,41.0,5.2,6.0,87.7,5.4,4.8,0.8,0.9,3.2,7,0
Kevin Huerter,G,66,22.4,9.9,3.9,8.6,45.0,1.4,4.7,30.2,0.8,1.0,76.8,3.5,2.5,0.8,0.5,1.0,1,0
Keyonte George,G,54,33.1,23.6,7.4,16.3,45.6,2.5,6.7,37.1,6.2,7.0,89.2,3.7,6.1,1.1,0.3,3.1,4,0
Khris Middleton,F,58,23.3,10.4,3.7,8.9,42.0,1.1,3.0,35.1,1.9,2.2,86.7,3.8,2.9,0.7,0.2,1.8,2,0
Klay Thompson,G,66,21.8,11.8,4.2,10.5,39.5,2.9,7.6,38.6,0.5,0.7,75.6,2.1,1.4,0.5,0.3,0.9,0,0
Kobe Brown,G,58,15.3,5.6,2.0,4.3,46.6,0.8,2.2,37.0,0.8,1.0,80.4,2.9,1.3,0.3,0.2,0.8,0,0
Kobe Sanders,G,64,19.8,7.1,2.6,5.6,46.3,1.1,2.8,40.8,0.8,1.0,80.3,2.2,1.6,0.7,0.1,1.2,0,0
Kon Knueppel,G,78,31.5,18.7,6.4,13.4,48.1,3.4,7.9,43.0,2.5,2.9,86.2,5.3,3.4,0.7,0.2,2.0,7,0
Kris Dunn,G,78,27.3,7.5,2.8,5.9,48.3,1.0,2.6,38.2,0.8,1.0,76.5,3.3,3.6,1.6,0.2,1.3,0,0
Kris Murray,F,53,23.6,5.8,2.3,5.0,45.7,0.6,2.2,26.5,0.7,1.0,70.6,3.7,1.4,0.9,0.4,0.8,0,0
Kyle Filipowski,F,76,23.5,11.4,4.2,8.5,49.4,1.0,2.9,32.6,2.1,2.8,74.8,7.2,2.5,1.0,0.5,1.6,13,0
Kyle Kuzma,F,68,26.3,13.1,4.9,10.1,49.1,1.2,3.5,34.5,2.0,2.7,72.4,4.6,2.6,0.7,0.4,1.7,4,0
Kyshawn George,F,48,29.0,14.8,5.3,12.0,43.8,2.1,5.4,38.1,2.2,2.7,80.2,5.1,4.5,1.0,0.9,2.6,3,0
LaMelo Ball,G,69,27.8,19.8,7.0,17.1,40.6,3.7,10.0,36.8,2.1,2.4,89.2,4.8,7.2,1.2,0.2,2.7,10,1
Landry Shamet,G,48,23.0,9.6,3.2,7.3,44.2,2.1,5.3,39.4,1.1,1.5,71.6,1.9,1.4,0.6,0.2,0.6,0,0
LeBron James,F,56,33.4,20.6,7.8,15.2,51.1,1.3,4.1,31.3,3.8,5.2,74.4,6.0,6.9,1.1,0.6,2.9,14,3
Luguentz Dort,G,65,27.2,8.5,3.0,7.7,38.5,1.9,5.4,34.2,0.7,0.9,75.9,3.7,1.2,0.8,0.4,0.8,0,0
Luka Doncic,G,64,35.8,33.5,10.8,22.8,47.6,4.0,10.8,36.6,7.9,10.1,78.0,7.7,8.3,1.6,0.5,4.0,34,8
Luka Garza,C,67,15.9,7.7,2.8,4.9,58.3,0.8,1.8,44.1,1.3,1.6,76.4,3.9,0.9,0.4,0.4,0.6,1,0
Luke Kennard,G,73,21.2,8.1,2.9,5.4,54.2,1.5,3.2,48.7,0.7,0.7,92.6,2.2,1.9,0.6,0.1,0.7,0,0
Luke Kornet,C,65,21.0,6.5,2.5,4.0,64.0,0.0,0.0,0.0,1.4,1.7,82.1,6.1,1.8,0.4,1.0,0.4,3,0
Malik Monk,G,60,22.4,12.6,4.5,10.4,43.5,2.0,5.2,39.2,1.6,1.8,87.8,1.9,3.1,0.6,0.4,1.5,0,0
Marcus Smart,G,60,28.8,9.5,3.1,7.7,39.9,1.6,4.8,33.6,1.7,2.1,81.6,2.8,2.8,1.4,0.4,1.5,0,0
Mark Williams,C,58,23.6,11.6,4.7,7.4,63.9,0.0,0.0,100.0,2.2,2.8,77.0,8.0,1.0,0.9,0.9,1.1,14,0
Marvin Bagley III,F,56,20.0,10.3,4.2,6.8,61.6,0.3,0.8,45.2,1.6,2.5,65.2,6.1,1.4,0.5,0.7,1.1,6,0
Matas Buzelis,F,76,29.2,16.3,5.8,12.4,46.5,2.3,6.4,35.6,2.4,3.1,78.7,5.8,2.0,0.7,1.5,2.1,4,0
Max Christie,G,72,29.4,12.2,4.2,9.5,44.3,2.3,5.8,40.5,1.5,1.7,89.2,3.3,2.0,0.6,0.3,1.3,0,0
Maxime Raynaud,C,71,26.2,12.1,5.1,8.9,56.7,0.3,0.9,29.2,1.7,2.2,78.2,7.5,1.3,0.5,0.5,1.2,18,0
Micah Peavy,G,58,13.8,3.8,1.6,4.2,37.0,0.4,1.7,24.5,0.3,0.4,71.4,1.8,0.9,0.7,0.1,0.3,0,0
Michael Porter Jr.,F,52,32.5,24.2,8.5,18.4,46.3,3.4,9.3,36.3,3.8,4.4,85.9,7.1,3.0,1.1,0.3,2.3,12,0
Mikal Bridges,G,78,33.3,14.7,5.8,12.0,48.7,1.9,5.3,37.1,1.0,1.2,83.2,3.9,3.8,1.3,0.8,1.1,1,0
Mike Conley,G,52,18.2,4.4,1.3,4.0,32.0,1.0,3.1,32.1,0.9,1.0,90.0,1.7,2.9,0.6,0.3,0.6,0,0
Miles Bridges,F,74,31.2,17.4,6.3,13.8,46.0,2.0,5.9,33.6,2.7,3.3,83.1,5.8,3.2,0.6,0.4,1.4,7,0
Mitchell Robinson,C,58,19.6,5.6,2.4,3.4,72.4,0.0,0.0,0.0,0.7,1.7,40.6,8.7,0.9,0.9,1.1,0.7,6,0
Mohamed Diawara,F,67,8.8,3.6,1.3,3.0,43.6,0.7,1.8,39.0,0.2,0.3,73.7,1.3,0.7,0.2,0.1,0.4,0,0
Moses Moody,G,60,25.7,12.1,4.1,9.3,44.0,2.5,6.3,40.1,1.5,1.9,77.0,3.3,1.6,1.0,0.6,1.0,0,0
Mouhamed Gueye,F,74,15.4,4.5,1.7,3.8,45.4,0.5,1.7,30.6,0.5,0.8,64.5,3.6,0.9,0.8,0.5,0.4,3,0
Moussa Diabate,F,70,25.9,8.0,3.2,5.0,63.2,0.0,0.0,50.0,1.6,2.5,66.3,8.8,1.9,0.8,1.0,1.0,20,0
Myles Turner,C,70,26.9,11.9,4.0,9.1,43.8,2.1,5.4,38.5,1.9,2.5,74.4,5.3,1.4,0.7,1.6,1.2,4,0
Nae'Qwan Tomlin,F,61,15.2,5.5,2.2,4.7,47.0,0.4,1.7,21.0,0.7,0.9,75.0,2.7,0.7,0.6,0.5,0.4,0,0
Naji Marshall,F,72,29.6,15.4,5.7,11.1,51.2,0.9,2.9,29.5,3.1,4.1,76.5,4.7,3.3,1.1,0.1,1.6,2,0
Naz Reid,C,75,26.1,13.5,5.1,11.3,45.2,2.1,5.8,36.1,1.2,1.6,73.3,6.3,2.2,0.9,1.0,1.6,6,0
Neemias Queta,C,73,25.5,10.2,4.3,6.6,64.8,0.0,0.1,0.0,1.7,2.4,69.9,8.4,1.6,0.8,1.3,1.0,16,0
Nic Claxton,C,69,27.8,11.7,4.8,8.4,57.1,0.0,0.3,15.8,2.0,3.3,61.6,6.9,3.7,0.7,1.1,1.4,11,2
Nick Richards,C,48,14.6,5.8,2.1,4.2,51.2,0.1,0.4,27.8,1.4,2.1,64.4,5.1,0.3,0.2,0.7,1.2,4,0
Nickeil Alexander-Walker,G,75,33.2,20.6,6.9,15.3,45.4,3.2,8.0,39.4,3.6,4.0,90.0,3.5,3.7,1.3,0.5,2.1,2,0
Nicolas Batum,F,71,17.8,4.0,1.3,3.3,39.8,1.2,3.1,39.8,0.1,0.2,81.8,2.5,0.9,0.7,0.3,0.5,0,0
Nikola Jokic,C,62,35.0,27.9,10.0,17.4,57.1,1.8,4.6,38.3,6.2,7.5,82.7,12.9,10.9,1.4,0.8,3.8,53,32
Nikola Jovic,F,47,17.2,7.3,2.4,6.7,36.6,1.0,3.6,26.9,1.5,2.1,68.3,3.3,2.2,0.6,0.4,1.4,0,0
Nikola Vucevic,C,61,28.7,15.4,6.3,12.7,49.5,1.6,4.2,37.0,1.2,1.5,83.5,8.5,3.3,0.6,0.7,1.3,23,0
Nique Clifford,G,72,24.6,8.2,3.2,7.7,41.4,1.0,3.1,33.6,0.8,1.1,68.8,3.7,2.3,0.9,0.3,1.5,0,0
Noah Clowney,F,66,27.0,12.3,3.8,9.6,39.6,2.0,5.9,32.9,2.7,3.4,80.4,4.1,1.6,0.8,0.7,1.5,1,0
Noah Penda,F,56,13.2,4.1,1.5,3.6,41.2,0.5,1.6,33.3,0.6,0.9,68.8,3.3,1.2,0.5,0.3,0.8,2,0
Nolan Traore,G,54,22.6,8.9,3.2,8.6,37.8,1.1,3.4,32.4,1.3,1.7,78.0,1.7,3.9,0.8,0.4,2.3,1,0
Norman Powell,G,55,30.1,22.1,7.4,15.7,47.3,2.7,7.1,38.4,4.5,5.5,82.5,3.6,2.6,1.1,0.3,1.9,1,0
Ochai Agbaji,G,62,15.7,5.1,2.0,4.5,43.6,0.5,2.1,26.6,0.6,0.7,83.7,2.3,0.8,0.4,0.3,0.5,0,0
OG Anunoby,F,64,33.4,16.9,5.9,12.1,48.6,2.3,6.0,38.8,2.8,3.4,82.3,5.3,2.2,1.6,0.7,1.9,5,0
Olivier-Maxence Prosper,F,52,18.5,9.7,3.5,6.5,53.8,1.1,2.8,39.2,1.7,2.2,76.1,3.5,1.0,0.8,0.3,0.9,1,0
Onyeka Okongwu,F,71,31.0,15.4,5.6,11.7,48.2,2.0,5.2,37.9,2.1,2.8,75.5,7.7,3.2,1.1,1.1,1.7,16,0
Oso Ighodaro,F,78,22.3,6.5,2.9,4.5,65.4,0.0,0.0,0.0,0.7,1.4,45.1,5.1,2.3,0.9,0.7,1.2,4,0
Ousmane Dieng,F,53,18.2,7.2,2.8,6.6,42.4,1.1,3.1,36.4,0.5,0.7,72.2,2.9,2.1,0.4,0.3,1.0,4,0
P.J. Washington,F,55,31.0,14.1,5.3,11.8,44.8,1.3,4.1,32.0,2.3,3.3,68.7,7.1,1.8,1.0,1.1,1.7,8,0
Paolo Banchero,F,68,34.9,22.2,7.3,16.1,45.7,1.2,3.9,30.8,6.4,8.2,77.4,8.4,5.1,0.7,0.6,3.1,25,2
Pascal Siakam,F,62,33.2,24.0,9.0,18.6,48.4,1.7,4.7,35.8,4.2,6.1,69.3,6.6,3.8,1.1,0.4,2.2,10,0
Pat Spencer,G,62,18.0,7.1,2.8,6.4,43.3,0.9,2.4,36.0,0.7,0.9,78.2,2.4,3.5,0.7,0.1,1.3,1,0
Patrick Williams,F,68,19.7,6.6,2.4,6.4,36.9,1.2,3.6,34.0,0.7,1.0,68.2,2.8,1.3,0.6,0.3,1.0,0,0
Paul Reed,F,61,13.8,7.5,3.1,5.1,60.1,0.2,0.6,32.4,1.1,1.7,65.0,4.5,1.2,0.9,0.9,0.9,3,0
Payton Pritchard,G,76,32.4,17.0,6.4,13.8,46.2,2.6,7.1,37.2,1.6,1.8,88.8,4.0,5.1,0.8,0.1,1.4,4,0
Pelle Larsson,G,67,26.3,11.3,3.9,7.9,50.0,0.9,2.7,32.2,2.6,3.3,79.2,3.5,3.4,0.7,0.2,1.4,1,0
Peyton Watson,G,54,29.6,14.6,5.3,10.8,49.1,1.5,3.6,41.1,2.6,3.5,73.0,4.9,2.1,0.9,1.1,1.7,2,0
Precious Achiuwa,PF,70,23.6,9.9,4.3,7.9,53.8,0.4,1.3,30.7,1.0,1.8,54.8,6.7,1.3,0.9,0.7,0.9,11,0
Quentin Grimes,G,71,29.7,13.5,4.5,10.1,45.2,1.7,5.1,33.2,2.7,3.2,83.7,3.7,3.4,0.9,0.4,1.8,2,0
Quinten Post,C,67,17.3,7.7,2.9,6.6,44.0,1.4,4.1,33.6,0.5,0.6,79.1,4.0,1.4,0.4,0.5,0.8,0,0
Rasheer Fleming,F,51,11.7,4.2,1.5,3.8,40.7,0.8,2.3,34.5,0.4,0.6,56.3,2.3,0.2,0.4,0.4,0.4,0,0
Rayan Rupert,G,62,16.0,4.8,1.7,4.4,39.6,0.7,1.9,34.2,0.6,0.8,76.0,2.6,1.0,0.8,0.1,0.7,1,1
Reed Sheppard,G,78,26.4,13.6,5.0,11.5,43.1,2.8,7.0,39.7,0.9,1.1,81.0,2.9,3.4,1.5,0.7,1.6,2,0
RJ Barrett,F,54,30.2,19.1,7.0,14.3,49.2,1.7,5.0,34.4,3.4,4.8,71.2,5.2,3.4,0.7,0.3,1.8,0,0
Rob Dillingham,G,61,14.1,5.6,2.2,5.9,38.3,0.6,1.8,30.6,0.5,0.7,74.4,1.8,2.2,0.7,0.1,1.4,0,0
Robert Williams III,C,55,16.9,6.7,3.0,4.2,71.6,0.1,0.4,33.3,0.5,0.9,61.7,6.9,1.0,0.6,1.5,0.8,4,0
Ronald Holland II,F,74,19.8,8.1,3.0,6.9,43.1,0.6,2.5,23.1,1.6,2.0,80.1,4.1,1.2,1.2,0.3,1.2,2,0
Royce O'Neale,F,75,28.7,9.8,3.4,8.1,41.9,2.7,6.7,40.8,0.3,0.5,72.2,4.8,2.7,1.1,0.4,1.4,2,0
Rudy Gobert,C,75,31.3,11.0,4.4,6.5,68.5,0.0,0.1,0.0,2.1,4.0,52.5,11.5,1.7,0.8,1.6,1.4,33,0
Rui Hachimura,F,63,28.1,11.1,4.3,8.6,50.6,1.7,3.9,43.0,0.7,1.0,73.3,3.2,0.8,0.5,0.3,0.6,0,0
Russell Westbrook,G,64,29.0,15.2,5.6,13.1,42.7,2.0,5.9,33.8,2.0,2.9,69.4,5.4,6.7,1.3,0.2,3.3,16,6
Ryan Dunn,F,66,19.3,5.8,2.4,5.2,45.2,0.8,2.4,33.5,0.3,0.6,47.6,4.2,1.4,0.9,0.4,0.8,1,0
Ryan Kalkbrenner,C,66,21.5,7.6,3.2,4.3,74.6,0.0,0.1,0.0,1.2,1.7,70.8,5.5,0.8,0.5,1.5,0.9,3,0
Ryan Nembhard,G,56,18.7,6.2,2.5,6.2,40.9,0.8,2.3,36.5,0.4,0.5,76.9,2.0,4.9,0.4,0.0,1.4,3,0
Ryan Rollins,G,73,32.1,17.2,6.5,13.8,47.3,2.5,6.1,40.9,1.6,2.1,78.8,4.6,5.6,1.5,0.4,2.7,6,0
Saddiq Bey,G,72,31.2,17.7,6.1,13.4,45.1,2.1,5.7,36.7,3.4,4.1,84.1,5.6,2.5,0.9,0.1,0.9,7,0
Sam Hauser,F,75,24.8,9.1,3.2,7.7,41.8,2.5,6.4,38.9,0.2,0.3,85.0,3.8,1.4,0.5,0.3,0.5,0,0
Sam Merrill,G,50,26.4,12.7,4.3,9.3,46.0,3.0,7.2,42.1,1.1,1.3,86.2,2.6,2.4,0.6,0.1,0.8,1,0
Sandro Mamukelashvili,F,76,21.9,11.2,4.1,7.9,52.3,1.4,3.7,38.6,1.5,2.0,75.3,4.9,1.9,0.8,0.5,0.8,3,0
Scottie Barnes,F,76,33.7,18.1,7.1,14.2,50.2,0.8,2.9,29.2,3.0,3.7,81.3,7.5,5.9,1.5,1.5,2.7,29,2
Shaedon Sharpe,G,48,30.0,21.4,8.0,17.6,45.6,2.1,6.2,34.0,3.2,4.0,78.4,4.4,2.6,1.4,0.1,3.0,0,0
Shai Gilgeous-Alexander,G,66,33.3,31.4,10.8,19.5,55.2,1.7,4.4,38.3,8.1,9.2,88.0,4.4,6.5,1.4,0.8,2.2,7,0
Sidy Cissoko,G,71,19.9,5.3,1.9,4.7,39.9,0.8,2.8,30.1,0.8,1.2,65.1,2.3,1.5,0.7,0.4,1.0,0,0
Simone Fontecchio,F,69,16.6,8.3,2.7,6.7,40.3,1.7,4.6,36.6,1.2,1.4,84.0,3.0,1.4,0.5,0.1,0.7,0,0
Sion James,G,79,22.6,5.4,1.7,4.5,37.7,1.0,2.8,36.2,1.0,1.2,84.5,3.5,2.0,0.6,0.3,0.8,0,0
Spencer Jones,F,64,22.1,5.5,2.1,4.1,50.4,0.9,2.3,39.6,0.5,0.8,60.8,3.3,0.8,0.8,0.5,0.5,1,0
Stephon Castle,G,66,30.0,16.7,5.7,12.0,47.4,1.2,3.6,32.6,4.2,5.7,73.3,5.2,7.3,1.1,0.3,3.2,16,4
Svi Mykhailiuk,G,50,23.1,9.4,3.5,7.2,47.8,2.0,4.8,40.8,0.5,0.6,89.3,2.5,1.9,0.5,0.1,0.8,0,0
T.J. McConnell,G,56,17.2,9.4,4.3,8.0,53.8,0.3,0.9,32.0,0.4,0.5,86.2,2.2,5.1,1.0,0.2,1.1,1,0
Tari Eason,F,56,25.8,10.4,4.0,9.7,41.1,1.6,4.4,36.3,0.8,1.1,75.0,6.3,1.5,1.2,0.5,1.4,6,0
Taylor Hendricks,F,58,18.9,7.3,2.7,6.0,45.2,1.1,3.1,33.7,0.8,1.2,67.1,3.7,0.9,0.8,0.5,0.8,2,0
Terance Mann,G,63,24.3,7.2,2.7,5.8,45.7,0.9,2.4,36.4,1.0,1.3,78.8,3.2,3.0,0.7,0.2,1.1,0,0
Thomas Bryant,C,60,12.2,6.2,2.3,4.5,50.6,0.8,2.2,35.9,0.9,1.1,80.3,3.4,0.6,0.3,0.4,0.5,1,0
Tim Hardaway Jr.,G,77,26.7,13.6,4.4,9.7,45.1,2.8,6.9,41.1,2.0,2.5,81.3,2.6,1.3,0.5,0.1,0.5,0,0
Tobias Harris,F,60,27.9,13.2,4.9,10.6,46.4,1.3,3.6,34.9,2.2,2.5,87.3,5.1,2.6,0.9,0.4,1.0,3,0
Toumani Camara,F,78,33.2,13.2,4.7,10.7,43.9,2.6,7.1,36.6,1.2,1.7,70.4,5.2,2.4,1.1,0.4,1.8,3,0
Trayce Jackson-Davis,F,51,9.6,3.5,1.4,2.4,57.0,0.0,0.0,100.0,0.7,1.5,51.4,2.8,0.8,0.3,0.5,0.5,1,0
Tre Johnson,G,60,24.1,12.2,4.5,10.8,41.9,1.9,5.4,35.8,1.3,1.5,87.4,2.8,2.0,0.6,0.3,1.6,0,0
Tre Jones,G,61,27.0,13.7,5.1,9.3,55.4,0.6,2.0,31.9,2.8,3.4,82.5,3.1,5.4,1.2,0.2,1.4,5,0
Tre Mann,G,51,13.0,5.7,2.1,5.8,36.2,1.0,3.0,32.7,0.5,0.5,85.2,1.8,1.7,0.5,0.1,1.0,0,0
Trendon Watford,F,52,16.5,6.6,2.6,5.1,51.3,0.2,1.0,20.0,1.2,1.5,77.9,3.3,2.5,0.3,0.4,1.2,1,1
Trey Murphy III,F,66,35.5,21.5,7.5,15.9,47.0,3.2,8.6,37.9,3.3,3.7,88.6,5.7,3.8,1.5,0.4,1.8,4,0
Tristan da Silva,F,73,24.7,10.0,3.6,8.1,44.8,1.6,4.2,38.1,1.1,1.2,89.0,3.7,1.5,0.9,0.3,0.9,0,0
Tristan Vukcevic,F,49,13.7,9.0,3.1,6.5,48.0,1.0,2.9,34.7,1.8,2.3,78.4,3.0,1.1,0.5,0.7,1.3,1,0
Tyler Kolek,G,62,11.7,4.4,1.7,4.0,43.5,0.7,1.8,38.6,0.2,0.3,70.0,1.6,2.7,0.4,0.1,0.9,2,0
Tyrese Maxey,G,66,38.2,28.6,10.0,21.6,46.3,3.2,8.6,37.0,5.4,6.1,89.0,4.2,6.7,1.9,0.8,2.4,7,0
Tyrese Proctor,G,47,10.1,4.8,1.6,4.1,39.9,0.8,2.4,33.9,0.7,0.8,88.9,1.1,1.3,0.4,0.0,0.6,0,0
Tyus Jones,G,65,14.4,2.8,1.1,3.2,34.6,0.6,2.0,27.7,0.1,0.1,77.8,1.0,2.3,0.6,0.0,0.3,0,0
Victor Wembanyama,F,62,29.4,24.9,8.6,16.9,50.9,1.9,5.5,35.0,5.8,7.0,82.8,11.6,3.1,1.0,3.1,2.4,41,1
Vit Krejci,G,64,21.7,8.6,3.0,6.7,44.8,2.0,5.1,39.1,0.6,0.8,74.5,2.3,1.6,0.7,0.3,0.6,0,0
VJ Edgecombe,G,71,34.8,16.1,6.0,13.7,43.9,2.0,5.6,35.8,2.0,2.4,82.7,5.5,4.1,1.4,0.5,1.8,7,0
Walter Clayton Jr.,G,67,20.4,7.7,2.5,6.6,38.1,1.1,3.5,30.3,1.6,1.8,89.8,2.0,4.0,0.7,0.3,1.7,0,0
Wendell Carter Jr.,C,74,29.6,12.1,4.3,8.3,51.6,1.0,3.0,32.3,2.5,3.1,79.7,7.5,2.0,0.8,0.6,1.3,12,0
Will Richard,G,67,20.2,6.6,2.4,5.1,47.4,1.1,3.1,34.1,0.7,0.8,85.2,2.5,1.4,1.2,0.1,0.8,0,0
Will Riley,G,70,21.4,10.2,3.6,7.9,45.6,1.1,3.2,33.8,1.9,2.4,79.5,2.7,1.9,0.7,0.1,1.2,2,0
Yves Missi,C,66,19.7,5.7,2.4,4.5,54.4,0.0,0.0,0.0,0.9,1.5,55.9,5.8,1.3,0.3,1.5,0.8,5,0
Zaccharie Risacher,F,64,22.7,9.7,3.7,8.1,45.8,1.5,3.9,37.6,0.9,1.3,64.0,3.8,1.1,0.9,0.5,0.9,0,0
Zeke Nnaji,F,49,11.9,3.7,1.3,2.9,47.1,0.3,1.0,26.5,0.7,0.9,77.3,2.6,0.5,0.3,0.4,0.5,2,0
Ziaire Williams,F,56,22.9,10.2,3.3,7.7,42.5,1.5,4.5,34.3,2.1,2.5,85.0,2.4,1.1,1.4,0.4,1.1,0,0
Zion Williamson,F,62,29.7,21.0,7.8,13.0,60.0,0.0,0.1,25.0,5.4,7.5,71.6,5.7,3.2,1.0,0.5,2.0,6,0
